epoch,train_loss,val_loss
1,0.35246855853793835,0.3058305122976095
2,0.2595834322748723,0.31725659518619703
3,0.2535782494940176,0.30908136822975396
4,0.2472688182781303,0.3058919424160582
5,0.24075719165888856,0.3002284250217057
6,0.23355216075596696,0.2952787635512039
7,0.2254444473645292,0.29408901331366083
8,0.21737775011140792,0.29219102273221875
9,0.21184305542696585,0.28129497479871324
10,0.20662730850808608,0.28844673913277563
11,0.19736523684690993,0.2783970583250614
12,0.1928692052924568,0.2917196579847505
13,0.1852738707443404,0.2810411824758261
14,0.17980662208111559,0.2725617619119381
15,0.17865606352605454,0.2748519166123346
16,0.1759038571885809,0.27644749219870307
17,0.17164956956070412,0.2739964835549313
18,0.1679747022403394,0.2825265973195678
19,0.1656077040294915,0.2716857179022226
20,0.1624101916623246,0.26595341691065355
21,0.16188703211387434,0.2667782290792856
22,0.16072648893939992,0.2709433247279274
23,0.1570783664348564,0.2751717050178129
24,0.15519713622624756,0.2697997814237746
25,0.1541896948017492,0.2689114638242891
26,0.15314256629222947,0.2751800411385917
27,0.15269315341836984,0.27750511252692817
28,0.14855156163048874,0.27100171207811663
